DW_DELL_ACCT_ID,RPTG_SLS_MGMT_LVL_1,DELL_INDUSTRY_TAXONOMY_L1,ORG_USER_DEFINED_VALUE_113,emp_size,buy_power,decision_maker,category
3459079449,APJ,Web & Tech,T1,100,2600100,0,Low
1705436562,EMEA,Retail,T5,32,196828,1,Low
2455533379,NAMERICA,Manufacturing,T5,200,33548.642,1,Low
3256117862,LA,Government,T1,500,535100,1,Low
3321023893,EMEA,Government,T2,5036,2655000,1,Low
2224785191,NAMERICA,"Business, Engineering & Consumer Services",T3,40,185305.263,0,Low
2035573227,Greater China,Transportation,T1,497,5548098.101,1,Low
3587001840,EMEA,Agriculture,T5,4711,12940,1,Low
2679788066,CSB,"Telecom, Media & Entertainment",T3,1,30697,0,Low
2122612603,APJ,"Telecom, Media & Entertainment",T1,31,170000,0,Low
2505452053,APJ,Energy,T2,25,213422.6,1,Low
1702790655,EMEA,"Business, Engineering & Consumer Services",T3,147,43359,0,Low
1703291921,EMEA,"Business, Engineering & Consumer Services",T1,458,195511,0,Low
2317441150,NAMERICA,Web & Tech,T4,105,170057.32,1,Low
2224801019,NAMERICA,Healthcare & Life Sciences,T4,100,216830.023,1,Low
2095042136,EMEA,Retail,T3,250,145186.667,1,Low
2776745829,APJ,Manufacturing,T5,300,3941190,1,Low
2521853717,APJ,Web & Tech,T1,63,1721901,1,Low
3324400344,EMEA,Energy,T1,1,1041900,0,Low
2434934058,NAMERICA,Retail,T5,70,56322.938,0,Low
2482637894,APJ,Government,T3,430,71973.07,1,Low
3572302288,LA,Agriculture,T5,250,5090599,1,Low
3560187165,CSB,"Banking, Financial Services & Insurance",T5,26,92487,1,Low
2224796584,NAMERICA,"Business, Engineering & Consumer Services",T3,120,348700,1,Low
595731142,NAMERICA,Education,T1,494,891500,1,Low
3540998615,APJ,"Banking, Financial Services & Insurance",T1,18,217200,1,Low
3431951674,EMEA,Retail,T5,494,68269.789,0,Low
1764619471,LA,Agriculture,T1,25862,199237,1,Low
595711854,NAMERICA,Government,T1,1040,1144400,0,Low
595664872,NAMERICA,Education,T2,5242,4100000,1,Low
2003437843,NAMERICA,"Business, Engineering & Consumer Services",T3,70,208465.396,1,Low
1940284765,APJ,"Telecom, Media & Entertainment",T3,138,27090.22,1,Low
3541335570,NAMERICA,Healthcare & Life Sciences,T2,10,155197.56,0,Low
3532878924,EMEA,Manufacturing,T5,98,5866922,1,Low
2224800325,NAMERICA,"Business, Engineering & Consumer Services",T3,4,149772,1,Low
2122991584,APJ,Manufacturing,T1,7598,423100,0,Low
3586550566,CSB,Retail,T5,7,134911,0,Low
931395954,NAMERICA,Manufacturing,T1,95000,2300000,0,Low
2886579787,EMEA,Energy,T3,7,937115,1,Low
2042451676,CSB,"Business, Engineering & Consumer Services",T5,26,48801.984,1,Low
3531886196,NAMERICA,Agriculture,T3,25,19184.47,0,Low
3330252832,CSB,Manufacturing,T3,9695,75739,1,Low
2171091525,Greater China,Web & Tech,T1,1100,707053,0,Low
1702861425,EMEA,Education,T1,3983,2300000,0,Low
2005508386,NAMERICA,Construction & Real Estate,T5,115,110963,0,Low
2123005690,APJ,"Business, Engineering & Consumer Services",T1,5,48500,1,Low
2452196801,EMEA,Manufacturing,T3,180,23542.278,0,Low
1707185118,EMEA,"Business, Engineering & Consumer Services",T3,10,120514,0,Low
2122983247,APJ,Retail,T2,400,1174475.95,0,Low
2003442442,NAMERICA,"Banking, Financial Services & Insurance",T1,132,1913948.319,1,Low
3412347150,EMEA,Manufacturing,T1,6977,72478,1,Low
3538824698,CSB,Agriculture,T5,50,166860,1,Low
1702769043,EMEA,Healthcare & Life Sciences,T1,200,1100000,1,Low
3442937462,Greater China,Manufacturing,T1,2000,416082.903,0,Low
2743089930,CSB,"Telecom, Media & Entertainment",T5,38,2362110,0,Low
1727199152,EMEA,Web & Tech,T1,300,1109300,1,Low
1724084142,LA,"Business, Engineering & Consumer Services",T1,37,35031,0,Low
2060465371,EMEA,"Business, Engineering & Consumer Services",T5,4707,163517,0,Low
3410189837,APJ,"Business, Engineering & Consumer Services",T3,83,726492,0,Low
3561196235,CSB,Manufacturing,T5,20,185114,0,Low
1702703220,EMEA,Agriculture,T2,5000,3485247,0,Low
2530721147,NAMERICA,Retail,T3,40,288971.804,0,Low
2224745243,NAMERICA,Web & Tech,T1,5,1098809.857,1,Low
3403194031,EMEA,Agriculture,T3,122,11786.36,0,Low
1704736674,EMEA,Web & Tech,T1,2500,155098,1,Low
2434926189,NAMERICA,"Business, Engineering & Consumer Services",T5,8,84055,1,Low
2733778616,NAMERICA,Manufacturing,T5,86,42967,1,Low
1702712463,EMEA,"Banking, Financial Services & Insurance",T1,544,1400000,1,Low
2122709883,APJ,Education,T2,1696,239813.592,1,Low
2706069003,APJ,Web & Tech,T5,9,7712634,1,Low
595727436,NAMERICA,Education,T1,2,160000,0,Low
3508054073,EMEA,Education,T5,17,195108,1,Low
1981491865,LA,Government,T1,87700,171680,0,Low
3396512145,Greater China,Manufacturing,T1,1000,76500,0,Low
3585334712,APJ,Agriculture,T5,383,31946,0,Low
595716383,NAMERICA,Government,T1,120,110000,0,Low
3582720656,APJ,"Business, Engineering & Consumer Services",T1,4167,4494592,0,Low
2005508053,NAMERICA,Healthcare & Life Sciences,T1,411,2021211.737,1,Low
3078628799,NAMERICA,Retail,T4,510,365553,1,Low
595729831,NAMERICA,Education,T1,1,5300000,0,Low
1702954493,EMEA,Manufacturing,T1,45,1609802.48,0,Low
3586369122,Greater China,Manufacturing,T1,10304,139924,0,Low
595684794,NAMERICA,Education,T2,89163,958500,0,Low
3137084368,Greater China,"Business, Engineering & Consumer Services",T1,8474,261860,1,Low
1702932462,EMEA,Retail,T3,74,33999.971,1,Low
3329468438,CSB,Healthcare & Life Sciences,T5,23,91407.991,0,Low
3560742709,EMEA,Manufacturing,T5,155,11687.588,0,Low
2565773790,EMEA,Web & Tech,T5,563,109818,1,Low
3411444227,APJ,Agriculture,T3,150,149947,0,Low
3562630869,APJ,Agriculture,T5,104,18469,0,Low
2488058015,Greater China,Government,T1,200,21100,1,Low
1939136725,APJ,Manufacturing,T1,4562,2337300,1,Low
3585427955,EMEA,Agriculture,T5,3,115012,1,Low
597546281,NAMERICA,"Banking, Financial Services & Insurance",T1,8300,23647500,0,Low
1702869284,EMEA,Manufacturing,T1,969,485600,1,Low
3370207614,CSB,Retail,T5,2,4452991,0,Low
2037219454,Greater China,Manufacturing,T1,1000,6789591.189,1,Low
1703183024,EMEA,"Banking, Financial Services & Insurance",T3,330,690273.938,1,Low
2345429444,EMEA,Energy,T1,10000,2400000,1,Low
2468886912,CSB,"Business, Engineering & Consumer Services",T5,4,42077,1,Low
3579986124,EMEA,Agriculture,T5,4331,8231157,0,Low
2434056693,NAMERICA,Manufacturing,T5,180,164252,0,Low
1724016311,LA,"Banking, Financial Services & Insurance",T1,615,1014000,1,Low
3485085424,CSB,Agriculture,T5,60,40668,0,Low
1760095281,NAMERICA,"Banking, Financial Services & Insurance",T2,50,35097.913,0,Low
2456045697,NAMERICA,Transportation,T5,425,64790.763,1,Low
3552500189,Greater China,Manufacturing,T1,210,400030,0,Low
2469731051,EMEA,Construction & Real Estate,T5,527,4775650,1,Low
1702661192,EMEA,Agriculture,T3,6002,32630.634,0,Low
3512521232,CSB,Agriculture,T5,30,6011719,0,Low
3584866630,EMEA,Agriculture,T5,13,153973,0,Low
3585177582,CSB,"Business, Engineering & Consumer Services",T5,1,181647,1,Low
3534995152,EMEA,Agriculture,T3,2481,14641.75,0,Low
1503552665,NAMERICA,Manufacturing,T3,1750,1502915,0,Low
931389829,NAMERICA,Transportation,T1,1350,504706.66,0,Low
3316186732,Greater China,Retail,T1,1920,507700,0,Low
3529924531,CSB,Agriculture,T5,25,151792,1,Low
2005513891,NAMERICA,Healthcare & Life Sciences,T1,215,615880.132,1,Low
1939188262,APJ,Web & Tech,T1,1455,1131955.6,1,Low
2925380786,NAMERICA,"Telecom, Media & Entertainment",T3,70,280065,0,Low
2601294928,APJ,Government,T2,583,704600,1,Low
597546347,NAMERICA,Retail,T1,12000,1675000,0,Low
1727154656,EMEA,Agriculture,T2,1000,275883.229,0,Low
2037204864,Greater China,Healthcare & Life Sciences,T1,413,254269,0,Low
1706453313,EMEA,Government,T1,25,146285,1,Low
1938229901,APJ,Manufacturing,T1,885,694301.63,0,Low
2122606876,APJ,Manufacturing,T2,491,143129,0,Low
3370294486,CSB,"Business, Engineering & Consumer Services",T5,6,8404565,0,Low
3400562939,EMEA,"Business, Engineering & Consumer Services",T3,1,185785.32,0,Low
3584901715,CSB,Agriculture,T5,60,183168,0,Low
727383637,NAMERICA,"Business, Engineering & Consumer Services",T1,3,3709600,0,Low
1702834400,EMEA,Manufacturing,T3,330,50170.188,1,Low
3405533456,EMEA,Transportation,T2,10,163848,0,Low
1702932119,EMEA,Healthcare & Life Sciences,T3,750,318000,0,Low
2345354710,EMEA,Agriculture,T3,1,526700,0,Low
2913307529,CSB,"Business, Engineering & Consumer Services",T5,19,14666,1,Low
595716561,NAMERICA,Government,T5,43,4353541,0,Low
1940284056,APJ,Retail,T3,58,86914.117,0,Low
2005510352,NAMERICA,"Business, Engineering & Consumer Services",T1,385,1129648.078,1,Low
3386737136,APJ,"Banking, Financial Services & Insurance",T1,6516,191600,0,Low
2122501866,LA,"Banking, Financial Services & Insurance",T1,108793,175300,1,Low
3569676821,EMEA,"Telecom, Media & Entertainment",T5,177,8847552,0,Low
1710100329,EMEA,Retail,T1,1344,89265,0,Low
1702667400,EMEA,"Banking, Financial Services & Insurance",T1,14061,12450000,0,Low
2329778479,EMEA,Healthcare & Life Sciences,T1,458,99144,1,Low
1597620931,NAMERICA,Education,T1,652,120000,0,Low
3026030788,NAMERICA,"Business, Engineering & Consumer Services",T1,620,122153,0,Low
1702663809,EMEA,"Banking, Financial Services & Insurance",T3,339,160000,0,Low
1702830387,EMEA,"Business, Engineering & Consumer Services",T1,80,1443319,1,Low
2122999462,APJ,Government,T2,11,140000,1,Low
3335175949,EMEA,"Business, Engineering & Consumer Services",T5,890,110456,1,Low
2457208361,APJ,Government,T1,1804,4003657,0,Low
3530347317,APJ,Manufacturing,T1,500,338775.134,0,Low
1724015348,LA,"Business, Engineering & Consumer Services",T1,1292,8000000,0,Low
2122717005,APJ,Manufacturing,T2,3348,882899.476,1,Low
595719984,NAMERICA,Government,T1,85858,667724.481,0,Low
1703812930,EMEA,"Business, Engineering & Consumer Services",T2,8976,128215,0,Low
3271380785,EMEA,"Banking, Financial Services & Insurance",T1,45,14043325,1,Low
3335173481,EMEA,"Business, Engineering & Consumer Services",T5,157,119498,1,Low
597545828,NAMERICA,"Banking, Financial Services & Insurance",T1,3,21043778.03,1,Low
2037185472,Greater China,Education,T1,3000,1758614,0,Low
2329691578,EMEA,Education,T1,8000,12615000,1,Low
1724024470,LA,"Banking, Financial Services & Insurance",T1,3,6836555,1,Low
3015344527,EMEA,"Business, Engineering & Consumer Services",T5,188,186513.989,1,Low
2037205074,Greater China,Manufacturing,T1,1500,8696909,1,Low
2224795683,NAMERICA,"Business, Engineering & Consumer Services",T2,300,306709.46,1,Low
595683736,NAMERICA,Government,T1,460,448921.481,1,Low
3432634437,EMEA,Agriculture,T5,4,22934.336,1,Low
1702832370,EMEA,Construction & Real Estate,T2,20,4158003,0,Low
3075483960,NAMERICA,"Telecom, Media & Entertainment",T5,150,30420.244,1,Low
1702763121,EMEA,"Banking, Financial Services & Insurance",T1,6200,1901300,0,Low
3586001484,EMEA,Agriculture,T5,297,32525,1,Low
595721242,NAMERICA,Government,T1,250,425459.68,0,Low
595727813,NAMERICA,Government,T5,12,45695,1,Low
3585022119,CSB,"Business, Engineering & Consumer Services",T5,19,53570,0,Low
3563407062,Greater China,Transportation,T1,499,985261,0,Low
2037019913,Greater China,Education,T1,501,670000,0,Low
3585053569,EMEA,Agriculture,T5,5620,173638,0,Low
595669772,NAMERICA,Education,T4,200,202499.999,0,Low
3402404314,APJ,Agriculture,T5,120,67670.18,0,Low
1703219602,EMEA,"Banking, Financial Services & Insurance",T2,7245,2400000,0,Low
2434072198,NAMERICA,"Banking, Financial Services & Insurance",T5,11,37145.999,0,Low
1702844759,EMEA,Education,T1,240,148080,1,Low
3435829205,APJ,Agriculture,T2,100,430000,1,Low
2556675614,EMEA,Retail,T4,240,258933.316,1,Low
595672813,NAMERICA,Education,T1,1,1350000,0,Low
595675870,NAMERICA,Education,T1,2300,903400,0,Low
595728340,NAMERICA,Education,T1,5495,3078700,1,Low
3319359056,EMEA,Education,T3,137,34297.618,1,Low
3552053269,EMEA,"Business, Engineering & Consumer Services",T3,76,37098.854,0,Low
2434066039,CSB,"Banking, Financial Services & Insurance",T5,33,186094,0,Low
3511599324,NAMERICA,Agriculture,T3,21,12065.089,0,Low
3442940433,NAMERICA,Agriculture,T3,10,21870.92,1,Low
3534822810,APJ,Web & Tech,T1,4225,907458,1,Low
2360264552,CSB,Agriculture,T5,341,4026692,1,Low
725394002,NAMERICA,Healthcare & Life Sciences,T1,3086,129922,1,Low
725393460,NAMERICA,Healthcare & Life Sciences,T1,3899,1200000,1,Low
3471741838,NAMERICA,Agriculture,T5,2733,544837.948,1,Low
931385150,NAMERICA,Healthcare & Life Sciences,T1,1900,755000,1,Low
2623212761,Greater China,Web & Tech,T5,160,19413,1,Low
1706802010,EMEA,"Banking, Financial Services & Insurance",T1,1700,1850000,0,Low
1724006224,LA,Agriculture,T1,24000,10500000,0,Low
2647213757,LA,Government,T3,3500,153384.252,1,Low
2423403599,EMEA,"Telecom, Media & Entertainment",T1,4445,104446,0,Low
595720875,NAMERICA,Government,T5,150,23400,0,Low
2734134274,NAMERICA,"Banking, Financial Services & Insurance",T1,11724,175234,1,Low
595686451,NAMERICA,Government,T3,13,588730,0,Low
3499397088,APJ,"Banking, Financial Services & Insurance",T1,2718,1005500,1,Low
1707235296,EMEA,"Banking, Financial Services & Insurance",T1,100,88838,1,Low
3585496949,EMEA,Agriculture,T5,1739,12105,1,Low
2224796998,NAMERICA,"Banking, Financial Services & Insurance",T3,87,165454,1,Low
2617906863,LA,Retail,T3,33,52000,1,Low
3398528137,EMEA,"Business, Engineering & Consumer Services",T1,1806,16000000,0,Low
725401966,NAMERICA,Healthcare & Life Sciences,T1,40,6180400,1,Low
3551623571,Greater China,Healthcare & Life Sciences,T2,71,106213,0,Low
2005518254,NAMERICA,"Banking, Financial Services & Insurance",T3,150,240410,0,Low
2122987533,APJ,Government,T1,300,2576796.43,0,Low
3525404394,EMEA,"Telecom, Media & Entertainment",T3,1,325700,0,Low
2224748504,NAMERICA,"Banking, Financial Services & Insurance",T5,110,86975,1,Low
3406374096,EMEA,Transportation,T3,6337,189707,1,Low
3398466516,EMEA,Agriculture,T3,24,47309.548,0,Low
2067593471,EMEA,Education,T3,5000,57223.893,1,Low
3549162255,EMEA,Manufacturing,T5,237,7833898,1,Low
2224808369,NAMERICA,Construction & Real Estate,T3,150,105014,1,Low
3496096167,EMEA,Agriculture,T3,5216,31429.076,0,Low
3331522813,EMEA,Manufacturing,T2,295,24402,1,Low
632954859,NAMERICA,"Banking, Financial Services & Insurance",T2,3082,149141,1,Low
1702693576,EMEA,Manufacturing,T1,500,41716,1,Low
727392727,NAMERICA,Web & Tech,T1,3156,14984700,1,Low
3375570590,LA,Manufacturing,T3,150,15356.098,1,Low
2224691296,NAMERICA,"Business, Engineering & Consumer Services",T5,28,68090.243,0,Low
3078144553,NAMERICA,"Business, Engineering & Consumer Services",T4,350,82716.57,1,Low
3586530952,EMEA,Web & Tech,T5,12,195398,1,Low
1939139906,APJ,"Banking, Financial Services & Insurance",T1,24602,20355726,0,Low
1702659105,EMEA,Transportation,T3,100,99250,1,Low
1702998219,EMEA,"Telecom, Media & Entertainment",T1,5601,167163,0,Low
2782403794,NAMERICA,"Telecom, Media & Entertainment",T5,200,32308.63,0,Low
2536067796,EMEA,Healthcare & Life Sciences,T5,100,149803,0,Low
2176370327,APJ,Manufacturing,T3,5000,43767.067,0,Low
2075688381,NAMERICA,"Business, Engineering & Consumer Services",T4,95,159177.71,0,Low
3525328065,EMEA,Agriculture,T3,10,65037.14,1,Low
595722096,NAMERICA,Government,T4,180,227607.729,1,Low
2003427366,NAMERICA,Manufacturing,T4,150,176814,0,Low
2472347535,LA,Government,T2,250,754300,0,Low
2122979291,APJ,Government,T1,300,237700,0,Low
1702905204,EMEA,Manufacturing,T1,445,330000,1,Low
3333129447,EMEA,Energy,T3,2,6886192,1,Low
3437054129,APJ,"Banking, Financial Services & Insurance",T3,65,56022.014,1,Low
1935114656,EMEA,"Banking, Financial Services & Insurance",T3,104,96735.169,1,Low
3585241030,CSB,Agriculture,T5,5739,41516,1,Low
1705887673,CSB,Retail,T5,30,58810.58,0,Low
595733241,NAMERICA,Government,T1,8,7865236.551,0,Low
595731715,NAMERICA,Education,T1,500,504943.952,1,Low
2434066811,NAMERICA,Retail,T2,310,206244.742,0,Low
3481217514,APJ,"Business, Engineering & Consumer Services",T1,1,56614.41,1,Low
3585477272,EMEA,Agriculture,T5,9852,24856,0,Low
2780400840,Greater China,Manufacturing,T3,800,30311,0,Low
3586618663,EMEA,Agriculture,T5,669,179766,0,Low
2980129785,APJ,"Banking, Financial Services & Insurance",T1,4712,5562076,1,Low
2470021911,NAMERICA,Education,T3,11,172080,0,Low
3465595770,EMEA,Agriculture,T5,1,3774484,0,Low
1758917043,NAMERICA,Manufacturing,T4,597,392296,0,Low
2224798540,NAMERICA,Retail,T4,200,244216,0,Low
2731957797,LA,Transportation,T1,5000,5934390,1,Low
1956314204,EMEA,"Banking, Financial Services & Insurance",T1,362,1532500,1,Low
2921285788,Greater China,Manufacturing,T5,132,1946352,0,Low
2037003759,Greater China,"Business, Engineering & Consumer Services",T1,100,2272000,1,Low
2224791899,NAMERICA,"Business, Engineering & Consumer Services",T4,85,172122.212,0,Low
1939157218,APJ,Construction & Real Estate,T1,60539,6767604,1,Low
1557521530,NAMERICA,Healthcare & Life Sciences,T4,784,238752,1,Low
3586454124,CSB,Agriculture,T5,8083,73681,0,Low
725397910,NAMERICA,Healthcare & Life Sciences,T1,23,1320000,0,Low
1702708658,EMEA,Web & Tech,T3,485,3980087,1,Low
3319676018,NAMERICA,"Banking, Financial Services & Insurance",T2,60,153390.597,0,Low
1724074099,LA,"Telecom, Media & Entertainment",T1,6211,161007,1,Low
1860461661,EMEA,Manufacturing,T3,6,8510873,1,Low
1956373742,EMEA,Manufacturing,T5,56,46852.157,0,Low
1704732252,EMEA,"Banking, Financial Services & Insurance",T1,5000,3635500,0,Low
3585542285,EMEA,Construction & Real Estate,T5,10,37059,1,Low
595731309,NAMERICA,Education,T1,1034,828751,1,Low
3409145623,EMEA,Agriculture,T1,110,1140200,0,Low
595725704,NAMERICA,Education,T1,1365,3119600,1,Low
2449533606,Greater China,Manufacturing,T3,57,48178.127,1,Low
3582490806,CSB,Agriculture,T5,1428,122851,0,Low
2683314282,NAMERICA,"Business, Engineering & Consumer Services",T2,2200,1153222.156,1,Low
3459031788,EMEA,Agriculture,T3,13,251300,0,Low
3550849124,CSB,"Business, Engineering & Consumer Services",T5,30,155664,1,Low
3461014658,LA,Government,T5,4053,7879094,0,Low
2706375841,APJ,Healthcare & Life Sciences,T1,1905,2037074,1,Low
1938227679,APJ,"Business, Engineering & Consumer Services",T1,181,1087300,0,Low
1702748485,EMEA,Government,T1,801,52770,0,Low
595716893,NAMERICA,Government,T1,850,153806,0,Low
727393446,NAMERICA,Energy,T1,9300,4134100,1,Low
2003426569,NAMERICA,Web & Tech,T1,15,335000,0,Low
1702648286,EMEA,"Banking, Financial Services & Insurance",T3,1404,1328957,0,Low
1938799711,APJ,Construction & Real Estate,T1,4000,3626616.783,0,Low
3585204346,NAMERICA,Agriculture,T5,2628,77145,0,Low
3324749070,EMEA,Retail,T3,10,29278.31,1,Low
3299274328,LA,Agriculture,T3,9067,616100,1,Low
3541077680,EMEA,"Telecom, Media & Entertainment",T1,6148,129310,0,Low
2037000319,Greater China,Education,T3,399,81600,0,Low
2037017611,Greater China,Manufacturing,T1,100,93774,1,Low
1899052536,LA,Government,T1,200,3200000,1,Low
1724015064,LA,Retail,T1,350,1000000,0,Low
2122981796,APJ,Government,T1,2500,1546351.17,1,Low
2122996175,APJ,"Business, Engineering & Consumer Services",T1,1000,419000,0,Low
2224812895,NAMERICA,"Telecom, Media & Entertainment",T4,350,197503,1,Low
2123026760,APJ,"Banking, Financial Services & Insurance",T1,2500,350000,1,Low
2003424876,NAMERICA,Manufacturing,T4,180,198593,1,Low
2037185251,Greater China,Manufacturing,T1,6,272793,0,Low
2122982743,APJ,Energy,T2,9579,66600,0,Low
3537368378,CSB,Agriculture,T5,3582,19504,1,Low
3391888004,Greater China,Manufacturing,T1,101,206968,0,Low
595720994,NAMERICA,Government,T1,3800,3798758.276,0,Low
3434359660,EMEA,Agriculture,T2,1,387954.55,1,Low
2030909809,CSB,Manufacturing,T3,175,11941.559,1,Low
727391839,NAMERICA,Retail,T1,1500,2400634.14,0,Low
2122690377,APJ,Education,T1,1679,286884.258,0,Low
3327237857,Greater China,Retail,T2,100,203000,1,Low
3466512044,CSB,Manufacturing,T5,20,15300,0,Low
1970241710,APJ,Web & Tech,T1,108,723492.58,0,Low
1703109046,EMEA,Agriculture,T3,450,399591.92,0,Low
3473297818,CSB,Education,T5,4,2822212,1,Low
3557949400,CSB,Manufacturing,T5,1,143244,1,Low
1940262071,APJ,"Banking, Financial Services & Insurance",T1,2448,9990031,1,Low
3585813834,CSB,Education,T5,25,160520,1,Low
3439732124,CSB,Retail,T5,15,15855,1,Low
2123003218,APJ,"Telecom, Media & Entertainment",T1,300,35230.787,1,Low
3457912509,NAMERICA,"Telecom, Media & Entertainment",T3,6,2882506,1,Low
2865027964,NAMERICA,Web & Tech,T1,2,1755000,1,Low
3341023207,CSB,"Business, Engineering & Consumer Services",T5,55,40372,0,Low
3586916573,EMEA,Agriculture,T5,25,5277743,1,Low
2122987752,APJ,Government,T1,841,770000,0,Low
2340321296,APJ,"Business, Engineering & Consumer Services",T2,396,3113891,0,Low
727389051,NAMERICA,Manufacturing,T1,4,260000,1,Low
2459773521,NAMERICA,Web & Tech,T1,900,3805118.524,1,Low
2122992430,APJ,"Telecom, Media & Entertainment",T5,3088,60682.423,0,Low
2733920244,NAMERICA,Energy,T1,1530,6162896,0,Low
3399784675,CSB,Retail,T5,2,7498490,1,Low
595733235,NAMERICA,Government,T1,2595,3627100,1,Low
2601284782,APJ,Government,T3,563,261078.946,0,Low
1703859420,EMEA,"Banking, Financial Services & Insurance",T2,173,19211,0,Low
2434077331,NAMERICA,"Business, Engineering & Consumer Services",T3,125,105462.32,1,Low
3351568459,NAMERICA,"Business, Engineering & Consumer Services",T1,2,722417.405,0,Low
2434074254,NAMERICA,"Banking, Financial Services & Insurance",T3,105,139812.105,0,Low
931384428,NAMERICA,Government,T3,100,61723.252,1,Low
3358436529,NAMERICA,Web & Tech,T4,1,210355,1,Low
2607175168,Greater China,"Banking, Financial Services & Insurance",T1,3,1021000,0,Low
597545124,NAMERICA,Retail,T2,2,13159100,0,Low
3529816903,EMEA,Web & Tech,T2,399,390000,0,Low
2122678458,APJ,Manufacturing,T5,64,49797,1,Low
3417654125,EMEA,Manufacturing,T5,345,36683.014,1,Low
1939137967,APJ,Healthcare & Life Sciences,T5,277,295067.557,1,Low
3167078646,NAMERICA,"Business, Engineering & Consumer Services",T2,12,77134,1,Low
3323550343,NAMERICA,"Business, Engineering & Consumer Services",T1,1329,78649,1,Low
2003442003,NAMERICA,"Telecom, Media & Entertainment",T1,6232,2846100.071,1,Low
1940276441,APJ,"Business, Engineering & Consumer Services",T3,122,47702.74,0,Low
2329731733,NAMERICA,Healthcare & Life Sciences,T5,100,106558,1,Low
2489744904,NAMERICA,Government,T5,50,23117.774,0,Low
3338992813,APJ,Web & Tech,T3,200,88400,1,Low
3403969810,EMEA,Retail,T3,216,453556.684,0,Low
2003427265,NAMERICA,Manufacturing,T5,258,56331.282,0,Low
2487555930,Greater China,Manufacturing,T3,50,178244,1,Low
3039822780,NAMERICA,Government,T3,11,40589.179,1,Low
2224799662,NAMERICA,"Business, Engineering & Consumer Services",T1,200,466326.857,1,Low
632959041,NAMERICA,Government,T5,16,24800,1,Low
2734148049,NAMERICA,Government,T5,32,20929.421,0,Low
2122993011,APJ,Agriculture,T1,200,38563.942,1,Low
3376438082,EMEA,Manufacturing,T3,200,360367.49,1,Low
2479842643,EMEA,Healthcare & Life Sciences,T1,2370,1173700,1,Low
3209192062,CSB,Education,T5,160,2057580,1,Low
2434530050,NAMERICA,"Business, Engineering & Consumer Services",T3,4512,323919,0,Low
2829155972,EMEA,Manufacturing,T1,500,999428.41,1,Low
725399264,NAMERICA,Healthcare & Life Sciences,T1,539,703007.721,0,Low
2330099304,Greater China,Manufacturing,T1,700,59428,0,Low
3585373184,CSB,Manufacturing,T5,20,73416,1,Low
1703858104,EMEA,Manufacturing,T1,2000,150440,1,Low
595710581,NAMERICA,Government,T1,7991,4193500,0,Low
1724015779,LA,Government,T1,400,763800,0,Low
595670455,NAMERICA,Education,T3,1051,313499.999,1,Low
2005510537,NAMERICA,"Business, Engineering & Consumer Services",T2,350,84026,1,Low
2434519262,NAMERICA,Healthcare & Life Sciences,T4,29,295811.731,1,Low
2434518106,NAMERICA,Manufacturing,T5,47,49908.086,0,Low
3456415736,NAMERICA,Agriculture,T5,14,4581678,0,Low
3359112601,EMEA,"Telecom, Media & Entertainment",T3,5,334258.61,1,Low
727387064,NAMERICA,"Banking, Financial Services & Insurance",T1,1700,30011119.49,1,Low
2123005458,APJ,Manufacturing,T1,750,1028200,0,Low
1938228217,APJ,Transportation,T1,1812,2103860,0,Low
3298564474,EMEA,"Banking, Financial Services & Insurance",T2,6525,39205,0,Low
2036999186,Greater China,"Banking, Financial Services & Insurance",T1,7409,18507185.77,0,Low
2469164295,NAMERICA,Manufacturing,T1,4442,1502800.002,0,Low
1706230418,EMEA,"Telecom, Media & Entertainment",T1,80,3752773.7,0,Low
595685032,NAMERICA,Construction & Real Estate,T1,800,4030000,0,Low
3361321503,EMEA,"Business, Engineering & Consumer Services",T1,735451,17872,1,Low
3427733162,APJ,Agriculture,T1,100,74413,1,Low
1704729584,EMEA,Manufacturing,T1,86,80397,1,Low
1705618856,EMEA,"Banking, Financial Services & Insurance",T3,5318,153997,1,Low
1702985346,EMEA,Education,T1,2000,4590540.792,1,Low
2428043084,EMEA,Government,T1,2100,15829400,1,Low
725401615,NAMERICA,Healthcare & Life Sciences,T1,1168,8209236,0,Low
2224689296,NAMERICA,Education,T4,400,168249.62,0,Low
1702743563,EMEA,Government,T2,901,1548460.07,0,Low
595722659,NAMERICA,Healthcare & Life Sciences,T1,1000,1117800,1,Low
3361812557,EMEA,Transportation,T1,2,1975000,1,Low
3585207808,CSB,"Business, Engineering & Consumer Services",T5,7,45554,0,Low
3516956614,NAMERICA,Agriculture,T5,5,7735358,0,Low
2381945028,EMEA,Construction & Real Estate,T5,148,21136.153,0,Low
2456629876,NAMERICA,"Business, Engineering & Consumer Services",T1,250,512500,0,Low
2224807897,NAMERICA,"Business, Engineering & Consumer Services",T5,35,92214.434,1,Low
3320912202,NAMERICA,"Business, Engineering & Consumer Services",T4,3,141216,1,Low
3401804398,APJ,Education,T1,843,8507653,1,Low
3585281606,CSB,Retail,T5,22,48082,1,Low
3345461030,Greater China,Web & Tech,T1,200,16600,1,Low
3586044251,CSB,"Banking, Financial Services & Insurance",T5,1,85993,0,Low
1703046212,EMEA,"Business, Engineering & Consumer Services",T1,1735,1854400,1,Low
3359848144,CSB,"Telecom, Media & Entertainment",T5,42,5157385,0,Low
3371541652,CSB,Agriculture,T5,30,169345,0,Low
