acct_id,RPTG_SLS_MGMT_LVL_1,DELL_INDUSTRY_TAXONOMY_L1,ORG_USER_DEFINED_VALUE_113,emp_size,buy_power,decision_maker,category
27066,NAMERICA,"Banking, Financial Services & Insurance",T1,2655,47205994,1,Low
27067,EMEA,Agriculture,T1,13,177000000,0,Low
27068,EMEA,Manufacturing,T1,200,231371759.8,1,Low
27069,NAMERICA,Construction & Real Estate,T1,1500,48267749.91,0,Low
27070,APJ,"Telecom, Media & Entertainment",T1,67989,41890581.58,0,Low
27071,NAMERICA,Manufacturing,T1,960,33872075,1,Low
27072,NAMERICA,"Banking, Financial Services & Insurance",T1,89126,38707151.07,0,Low
27073,NAMERICA,Government,T1,14264,43391600,1,Low
27074,EMEA,Web & Tech,T1,9453,38000000,0,Low
27075,NAMERICA,"Banking, Financial Services & Insurance",T1,7926,35407800,1,Low
27076,NAMERICA,Healthcare & Life Sciences,T1,1,88843000,1,Low
27077,NAMERICA,"Banking, Financial Services & Insurance",T1,10,33880936.74,0,Low
27078,EMEA,"Banking, Financial Services & Insurance",T1,10,69291261,1,Low
27079,NAMERICA,Healthcare & Life Sciences,T1,1399,37479808.61,1,Low
27080,NAMERICA,"Business, Engineering & Consumer Services",T1,17989,35343800,1,Low
27081,EMEA,Healthcare & Life Sciences,T2,50300,41400000,1,Low
27082,NAMERICA,Government,T1,84025,106267055.7,0,Low
27083,NAMERICA,Government,T1,2886,41949698,0,Low
27084,NAMERICA,Retail,T1,87765,42539133,1,Low
27085,NAMERICA,Healthcare & Life Sciences,T1,7839,142000000,0,Low
27086,NAMERICA,"Business, Engineering & Consumer Services",T1,51700,45864400,0,Low
27087,NAMERICA,Manufacturing,T2,34518,38475100,0,Low
27088,APJ,"Banking, Financial Services & Insurance",T2,246979,71246912.35,1,Low
27089,NAMERICA,Healthcare & Life Sciences,T1,84183,47811300,0,Low
27090,APJ,Transportation,T2,47170,48145322,0,Low
27091,EMEA,"Banking, Financial Services & Insurance",T1,8599,79941500,1,Low
27092,EMEA,"Business, Engineering & Consumer Services",T1,2438,42817000,1,Low
27093,NAMERICA,"Telecom, Media & Entertainment",T1,140253,249492410.8,0,Low
27094,NAMERICA,Retail,T1,8966,33456785.38,0,Low
27095,EMEA,Web & Tech,T1,1017,75000000,0,Low
27096,EMEA,"Banking, Financial Services & Insurance",T1,27400,45000000,0,Low
27097,APJ,"Telecom, Media & Entertainment",T5,2880,50591059,0,Low
27098,APJ,Manufacturing,T2,100,45089867.09,1,Low
27099,EMEA,"Business, Engineering & Consumer Services",T1,21277,361564100,0,Low
27100,NAMERICA,"Business, Engineering & Consumer Services",T1,40000,40424900,1,Low
27101,NAMERICA,Government,T1,256,224843654.5,1,Low
27102,NAMERICA,Manufacturing,T1,141579,54000000,1,Low
27103,NAMERICA,"Telecom, Media & Entertainment",T1,1650,65129700,1,Low
27104,NAMERICA,"Business, Engineering & Consumer Services",T1,100,35633000,1,Low
27105,NAMERICA,Healthcare & Life Sciences,T1,21277,87558812.36,1,Low
27106,EMEA,"Banking, Financial Services & Insurance",T2,40000,53000600,1,Low
27107,EMEA,Agriculture,T1,256,38387974.7,1,Low
27108,APJ,"Banking, Financial Services & Insurance",T1,141579,36670281,1,Low
27109,NAMERICA,Healthcare & Life Sciences,T1,1650,38594073.35,0,Low
27110,EMEA,Government,T2,1,181692766.1,0,Low
27111,APJ,Manufacturing,T2,211915,35834135.71,1,Low
27112,NAMERICA,Healthcare & Life Sciences,T1,50000,55513400,1,Low
27113,EMEA,Manufacturing,T1,117997,35658300,0,Low
27114,NAMERICA,"Telecom, Media & Entertainment",T1,136,467202800,1,Low
27115,EMEA,Energy,T1,74500,37430238.27,0,Low
27116,NAMERICA,"Business, Engineering & Consumer Services",T1,150,45417012,0,Low
27117,NAMERICA,"Business, Engineering & Consumer Services",T1,50,64559900,1,Low
27118,EMEA,Education,T1,24500,50387100,1,Low
27119,NAMERICA,Transportation,T1,169000,480094362.5,1,Low
27120,Greater China,Manufacturing,T1,200,65999406.38,1,Medium
27121,Greater China,Government,T1,750,42800000,1,Medium
27122,NAMERICA,"Banking, Financial Services & Insurance",T1,11873,36017400,0,Medium
27123,APJ,Manufacturing,T1,105613,40999891,1,Medium
27124,EMEA,Retail,T1,124469,37780900,0,Low
27125,APJ,Manufacturing,T2,41732,47205994,1,Low
27126,NAMERICA,Manufacturing,T1,1000,177000000,1,Low
27127,NAMERICA,Healthcare & Life Sciences,T1,47000,231371759.8,1,Low
27128,Greater China,"Banking, Financial Services & Insurance",T2,27826,48267749.91,0,Low
27129,NAMERICA,Healthcare & Life Sciences,T1,58000,41890581.58,0,Low
27130,APJ,Retail,T2,18400,33872075,0,Low
27131,APJ,Energy,T1,16000,38707151.07,0,Low
27132,EMEA,Government,T2,3740,43391600,1,Low
27133,NAMERICA,"Banking, Financial Services & Insurance",T1,2003,38000000,1,Low
27134,NAMERICA,"Banking, Financial Services & Insurance",T2,32293,35407800,1,Low
27135,NAMERICA,Web & Tech,T1,26699,88843000,0,Low
27136,NAMERICA,"Banking, Financial Services & Insurance",T1,674,33880936.74,0,Low
27137,EMEA,"Telecom, Media & Entertainment",T1,6,69291261,0,Low
27138,NAMERICA,Healthcare & Life Sciences,T1,4561,37479808.61,0,Low
27139,NAMERICA,Energy,T1,9048,35343800,0,Low
27140,APJ,"Telecom, Media & Entertainment",T1,11033,41400000,1,Low
27141,EMEA,"Banking, Financial Services & Insurance",T1,323000,106267055.7,0,Low
27142,APJ,Web & Tech,T2,12000,41949698,0,Low
27143,EMEA,Government,T2,6384,42539133,0,Low
27144,NAMERICA,Manufacturing,T1,2371,142000000,1,Low
27145,NAMERICA,"Banking, Financial Services & Insurance",T1,174000,45864400,0,Low
27146,EMEA,"Banking, Financial Services & Insurance",T1,99739,38475100,0,Low
27147,NAMERICA,Retail,T1,5998,86183183.03,0,Low
27148,EMEA,Retail,T1,124469,37780900,0,Low
27149,APJ,Manufacturing,T2,41732,47205994,1,Low
27150,NAMERICA,Manufacturing,T1,1000,177000000,1,Low
27151,NAMERICA,Healthcare & Life Sciences,T1,47000,231371759.8,1,Low
27152,Greater China,"Banking, Financial Services & Insurance",T2,117997,48267749.91,0,Low
27153,NAMERICA,Healthcare & Life Sciences,T1,136,41890581.58,0,Low
27154,APJ,Retail,T2,74500,33872075,0,Low
27155,APJ,Energy,T1,150,38707151.07,0,Low
27156,EMEA,Government,T2,50,43391600,1,Low
27157,NAMERICA,"Banking, Financial Services & Insurance",T1,24500,38000000,1,Low
27158,NAMERICA,"Banking, Financial Services & Insurance",T2,169000,35407800,1,Low
27159,NAMERICA,Web & Tech,T1,200,88843000,0,Low
27160,NAMERICA,"Banking, Financial Services & Insurance",T1,750,33880936.74,0,Low
27161,EMEA,"Telecom, Media & Entertainment",T1,11873,69291261,0,Low
27162,NAMERICA,Healthcare & Life Sciences,T1,105613,37479808.61,0,Low
27163,NAMERICA,Energy,T1,9048,35343800,0,Low
27164,APJ,"Telecom, Media & Entertainment",T1,11033,41400000,1,Low
27165,EMEA,"Banking, Financial Services & Insurance",T1,323000,106267055.7,0,Low
27166,APJ,Web & Tech,T2,152900,41949698,0,Low
27167,EMEA,Government,T2,106066,42539133,0,Low
27168,NAMERICA,Manufacturing,T1,30000,142000000,1,Low
27169,NAMERICA,"Banking, Financial Services & Insurance",T1,68993,45864400,0,Low
27170,EMEA,"Banking, Financial Services & Insurance",T1,16000,38475100,0,Low
27171,NAMERICA,Retail,T1,464520,86183183.03,0,Low
27172,EMEA,Energy,T1,2,35174200,1,Low
27173,NAMERICA,Retail,T1,6845,68918800,1,Low
27174,NAMERICA,"Banking, Financial Services & Insurance",T1,22515,33738700,0,Low
27175,NAMERICA,"Business, Engineering & Consumer Services",T1,9500,45223344.27,0,Low
27176,EMEA,Healthcare & Life Sciences,T1,143616,54942357.76,0,Low
27177,EMEA,"Business, Engineering & Consumer Services",T1,446,96073000,0,Low
27178,NAMERICA,"Business, Engineering & Consumer Services",T1,54000,34343700,0,Low
27179,Greater China,Retail,T1,5746,494762019.3,1,Low
27180,APJ,"Banking, Financial Services & Insurance",T2,7039,64984275,0,Low
27181,EMEA,"Telecom, Media & Entertainment",T1,10,82000000,0,Low
27182,APJ,Manufacturing,T2,2902,59636470,1,Low
27183,EMEA,Transportation,T2,85,34793700,0,Low
27184,NAMERICA,Manufacturing,T1,55311,34746200,0,Low
27185,NAMERICA,"Banking, Financial Services & Insurance",T1,32,100161100,0,Low
27186,APJ,Manufacturing,T1,49621,50817600,0,Low
27187,APJ,"Business, Engineering & Consumer Services",T1,1,61315930,1,Low
27188,NAMERICA,"Banking, Financial Services & Insurance",T1,179,81485089,1,Low
27189,NAMERICA,"Business, Engineering & Consumer Services",T1,5000,34572009.23,1,Low
27190,EMEA,"Banking, Financial Services & Insurance",T1,8,64805900,0,Low
27191,NAMERICA,Healthcare & Life Sciences,T1,4290,71561900,0,Low
27192,LA,"Business, Engineering & Consumer Services",T1,43500,53248200,1,Low
27193,NAMERICA,Government,T1,141990,39627243.76,0,Low
27194,NAMERICA,"Banking, Financial Services & Insurance",T1,26000,62017001.96,1,Low
27195,EMEA,Construction & Real Estate,T2,12000,34000000,1,Low
27196,APJ,"Business, Engineering & Consumer Services",T2,6384,75488752,0,Low
27197,NAMERICA,Energy,T2,2371,37801900,1,Low
27198,NAMERICA,"Banking, Financial Services & Insurance",T1,174000,62004784.7,0,Low
27199,NAMERICA,Retail,T1,99739,52993500,1,Low
27200,NAMERICA,Healthcare & Life Sciences,T1,5998,42363847,1,Low
27201,EMEA,Retail,T1,124469,37780900,0,Low
27202,APJ,Manufacturing,T2,41732,47205994,1,Low
27203,NAMERICA,Manufacturing,T1,1000,177000000,1,Low
27204,NAMERICA,Healthcare & Life Sciences,T1,47000,231371759.8,1,Low
27205,Greater China,"Banking, Financial Services & Insurance",T2,27826,48267749.91,0,Low
27206,NAMERICA,Healthcare & Life Sciences,T1,58000,41890581.58,0,Low
27207,APJ,Retail,T2,18400,33872075,0,Low
27208,APJ,Energy,T1,16000,38707151.07,0,Low
27209,EMEA,Government,T2,3740,43391600,1,Low
27210,NAMERICA,"Banking, Financial Services & Insurance",T1,2003,38000000,1,Low
27211,NAMERICA,"Banking, Financial Services & Insurance",T2,32293,35407800,1,Low
27212,NAMERICA,Web & Tech,T1,26699,88843000,0,Low
27213,NAMERICA,"Banking, Financial Services & Insurance",T1,674,33880936.74,0,Low
27214,EMEA,"Telecom, Media & Entertainment",T1,6,69291261,0,Low
27215,NAMERICA,Healthcare & Life Sciences,T1,4561,37479808.61,0,Low
27216,NAMERICA,Energy,T1,9048,35343800,0,Low
27217,APJ,"Telecom, Media & Entertainment",T1,11033,41400000,1,Low
27218,EMEA,"Banking, Financial Services & Insurance",T1,323000,106267055.7,0,Low
27219,APJ,Web & Tech,T2,152900,41949698,0,Low
27220,EMEA,Government,T2,106066,42539133,0,Low
27221,NAMERICA,Manufacturing,T1,30000,142000000,1,Low
27222,NAMERICA,"Banking, Financial Services & Insurance",T1,68993,45864400,0,Low
27223,EMEA,"Banking, Financial Services & Insurance",T1,16000,38475100,0,Low
27224,NAMERICA,Retail,T1,464520,86183183.03,0,Low
27225,EMEA,Energy,T1,2,35174200,1,Low
27226,NAMERICA,Retail,T1,6845,68918800,1,Low
27227,NAMERICA,"Banking, Financial Services & Insurance",T1,22515,33738700,0,Low
27228,NAMERICA,"Business, Engineering & Consumer Services",T1,9500,45223344.27,0,Low
27229,EMEA,Healthcare & Life Sciences,T1,143616,54942357.76,0,Low
27230,EMEA,"Business, Engineering & Consumer Services",T1,446,96073000,0,Low
27231,NAMERICA,"Business, Engineering & Consumer Services",T1,54000,34343700,0,Low
27232,Greater China,Retail,T1,5746,494762019.3,1,Low
27233,APJ,"Banking, Financial Services & Insurance",T2,7039,64984275,0,Low
27234,EMEA,"Telecom, Media & Entertainment",T1,10,82000000,0,Low
27235,APJ,Manufacturing,T2,2902,59636470,1,Low
27236,EMEA,Transportation,T2,85,34793700,0,Low
27237,NAMERICA,Manufacturing,T1,55311,34746200,0,Low
27238,NAMERICA,"Banking, Financial Services & Insurance",T1,32,100161100,0,Low
27239,APJ,Manufacturing,T1,49621,50817600,0,Low
27240,APJ,"Business, Engineering & Consumer Services",T1,1,61315930,1,Low
27241,NAMERICA,"Banking, Financial Services & Insurance",T1,179,81485089,1,Low
27242,NAMERICA,"Business, Engineering & Consumer Services",T1,5000,34572009.23,1,Low
27243,EMEA,"Banking, Financial Services & Insurance",T1,8,64805900,0,Low
27244,NAMERICA,Healthcare & Life Sciences,T1,4290,71561900,0,Low
27245,LA,"Business, Engineering & Consumer Services",T1,43500,53248200,1,Low
27246,NAMERICA,Government,T1,141990,39627243.76,0,Low
27247,NAMERICA,"Banking, Financial Services & Insurance",T1,26000,62017001.96,1,Low
27248,EMEA,Construction & Real Estate,T2,1661,34000000,1,Low
27249,APJ,"Business, Engineering & Consumer Services",T2,400,75488752,0,Low
27250,NAMERICA,Energy,T2,1,37801900,1,Low
27251,NAMERICA,"Banking, Financial Services & Insurance",T1,250,62004784.7,0,Low
27252,NAMERICA,Retail,T1,55400,52993500,1,Low
27253,NAMERICA,Healthcare & Life Sciences,T1,5,42363847,1,Low
27254,NAMERICA,"Telecom, Media & Entertainment",T1,12000,137442999.1,1,Low
27255,NAMERICA,Manufacturing,T1,6384,200497712.6,0,Low
27256,APJ,Government,T5,2371,187500031,0,Low
27257,NAMERICA,"Banking, Financial Services & Insurance",T2,174000,35939961,1,Low
27258,NAMERICA,Retail,T1,99739,66000000,1,Low
27259,NAMERICA,"Business, Engineering & Consumer Services",T1,5998,134052018.3,1,Low
27260,EMEA,Retail,T1,124469,37780900,0,Low
27261,APJ,Manufacturing,T2,41732,47205994,1,Low
27262,NAMERICA,Manufacturing,T1,1000,177000000,1,Low
27263,NAMERICA,Healthcare & Life Sciences,T1,47000,231371759.8,1,Low
27264,Greater China,"Banking, Financial Services & Insurance",T2,27826,48267749.91,0,Low
27265,NAMERICA,Healthcare & Life Sciences,T1,58000,41890581.58,0,Low
27266,APJ,Retail,T2,18400,33872075,0,Low
27267,APJ,Energy,T1,16000,38707151.07,0,Low
27268,EMEA,Government,T2,3740,43391600,1,Low
27269,NAMERICA,"Banking, Financial Services & Insurance",T1,2003,38000000,1,Low
27270,NAMERICA,"Banking, Financial Services & Insurance",T2,32293,35407800,1,Low
27271,NAMERICA,Web & Tech,T1,26699,88843000,0,Low
27272,NAMERICA,"Banking, Financial Services & Insurance",T1,674,33880936.74,0,Low
27273,EMEA,"Telecom, Media & Entertainment",T1,6,69291261,0,Low
27274,NAMERICA,Healthcare & Life Sciences,T1,4561,37479808.61,0,Low
27275,NAMERICA,Energy,T1,9048,35343800,0,Low
27276,APJ,"Telecom, Media & Entertainment",T1,11033,41400000,1,Low
27277,EMEA,"Banking, Financial Services & Insurance",T1,323000,106267055.7,0,Low
27278,APJ,Web & Tech,T2,152900,41949698,0,Low
27279,EMEA,Government,T2,106066,42539133,0,Low
27280,NAMERICA,Manufacturing,T1,30000,142000000,1,Low
27281,NAMERICA,"Banking, Financial Services & Insurance",T1,68993,45864400,0,Low
27282,EMEA,"Banking, Financial Services & Insurance",T1,16000,38475100,0,Low
27283,NAMERICA,Retail,T1,464520,86183183.03,0,Low
27284,EMEA,Energy,T1,2,35174200,1,Low
27285,NAMERICA,Retail,T1,6845,68918800,1,Low
27286,NAMERICA,"Banking, Financial Services & Insurance",T1,22515,33738700,0,Low
27287,NAMERICA,"Business, Engineering & Consumer Services",T1,9500,45223344.27,0,Low
27288,EMEA,Healthcare & Life Sciences,T1,143616,54942357.76,0,Low
27289,EMEA,"Business, Engineering & Consumer Services",T1,446,96073000,0,Low
27290,NAMERICA,"Business, Engineering & Consumer Services",T1,54000,34343700,0,Low
27291,Greater China,Retail,T1,5746,494762019.3,1,Low
27292,APJ,"Banking, Financial Services & Insurance",T2,7039,64984275,0,Low
27293,EMEA,"Telecom, Media & Entertainment",T1,10,82000000,0,Low
27294,APJ,Manufacturing,T2,2902,59636470,1,Low
27295,EMEA,Transportation,T2,85,34793700,0,Low
27296,NAMERICA,Manufacturing,T1,55311,34746200,0,Low
27297,NAMERICA,"Banking, Financial Services & Insurance",T1,32,100161100,0,Low
27298,APJ,Manufacturing,T1,49621,50817600,0,Low
27299,APJ,"Business, Engineering & Consumer Services",T1,1,61315930,1,Low
27300,NAMERICA,"Banking, Financial Services & Insurance",T1,179,81485089,1,Low
27301,NAMERICA,"Business, Engineering & Consumer Services",T1,5000,34572009.23,1,Low
27302,EMEA,"Banking, Financial Services & Insurance",T1,8,64805900,0,Low
27303,NAMERICA,Healthcare & Life Sciences,T1,4290,71561900,0,Low
27304,LA,"Business, Engineering & Consumer Services",T1,43500,53248200,1,Low
27305,NAMERICA,Government,T1,141990,39627243.76,0,Low
27306,NAMERICA,"Banking, Financial Services & Insurance",T1,26000,62017001.96,1,Low
27307,EMEA,Construction & Real Estate,T2,1661,34000000,1,Low
27308,APJ,"Business, Engineering & Consumer Services",T2,400,75488752,0,Low
27309,NAMERICA,Energy,T2,1,37801900,1,Low
27310,NAMERICA,"Banking, Financial Services & Insurance",T1,250,62004784.7,0,Low
27311,NAMERICA,Retail,T1,55400,52993500,1,Low
27312,NAMERICA,Healthcare & Life Sciences,T1,5,42363847,1,Low
27313,NAMERICA,"Telecom, Media & Entertainment",T1,2732078,137442999.1,1,Low
27314,NAMERICA,Manufacturing,T1,91000,200497712.6,0,Low
27315,APJ,Government,T5,5151,187500031,0,Low
27316,NAMERICA,"Banking, Financial Services & Insurance",T2,40700,35939961,1,Low
27317,NAMERICA,Retail,T1,6301,66000000,1,Low
27318,NAMERICA,"Business, Engineering & Consumer Services",T1,562232,134052018.3,1,Low
27319,NAMERICA,Government,T1,3696,37134060.36,0,Low
27320,EMEA,"Telecom, Media & Entertainment",T1,5045,103802100,0,Low
27321,NAMERICA,Retail,T1,7995,97466452.58,1,Low
27322,LA,"Banking, Financial Services & Insurance",T1,31983,54832400,0,Low
27323,NAMERICA,Web & Tech,T1,28000,37899436.04,0,Low
27324,NAMERICA,Healthcare & Life Sciences,T5,106000,99344362.31,1,Low
27325,NAMERICA,Healthcare & Life Sciences,T1,2700,96961126.45,0,Low
27326,NAMERICA,Healthcare & Life Sciences,T1,49700,36208230.89,0,Low
27327,NAMERICA,Healthcare & Life Sciences,T1,51,56716144.65,1,Low
27328,NAMERICA,Education,T1,15159,34604700,0,Low
27329,APJ,"Banking, Financial Services & Insurance",T1,2967,42131636.71,0,Low
27330,NAMERICA,Manufacturing,T1,38935,72000000,0,Low
27331,NAMERICA,Energy,T1,29400,85812600,1,Low
27332,NAMERICA,"Banking, Financial Services & Insurance",T1,192418,49100000,1,Low
27333,EMEA,"Business, Engineering & Consumer Services",T1,399000,51525800,0,Low
27334,NAMERICA,Healthcare & Life Sciences,T1,25000,34624700,0,Low
27335,NAMERICA,"Business, Engineering & Consumer Services",T1,2100,55289574.58,0,Low
27336,NAMERICA,"Business, Engineering & Consumer Services",T1,13888,51953258,1,Low
27337,NAMERICA,"Banking, Financial Services & Insurance",T1,4265,127999750,1,Low
27338,EMEA,"Banking, Financial Services & Insurance",T1,10000,100643300,1,Low
27339,NAMERICA,Transportation,T1,1399,153270710.9,0,Low
27340,NAMERICA,Web & Tech,T1,21550,526564136.8,1,Low
27341,NAMERICA,Web & Tech,T1,257533,43000000,1,Low
27342,NAMERICA,Web & Tech,T1,23842,34944243.54,1,Low
27343,NAMERICA,"Banking, Financial Services & Insurance",T1,36868,110588300,1,Low
27344,NAMERICA,Education,T1,55000,34131921.69,0,Low
27345,NAMERICA,Web & Tech,T2,17,37561400,1,Low
27346,EMEA,"Telecom, Media & Entertainment",T1,617,51955000,1,Low
27347,APJ,Manufacturing,T1,10000,75100000,1,Low
27348,EMEA,"Banking, Financial Services & Insurance",T2,79000,48878193.57,0,Low
27349,APJ,Transportation,T2,81233,34118056,1,Low
27350,NAMERICA,"Telecom, Media & Entertainment",T1,20800,35000000,1,Low
27351,NAMERICA,Manufacturing,T1,282488,53020400,0,Low
27352,APJ,Web & Tech,T1,2300000,42031100,0,Low
27353,NAMERICA,Web & Tech,T1,38000,96380700,0,Low
27354,EMEA,Energy,T1,300000,44528600,0,Low
27355,NAMERICA,"Banking, Financial Services & Insurance",T1,10,79050000,1,Low
27356,EMEA,Web & Tech,T2,21000,38000000,0,Low
27357,EMEA,Manufacturing,T1,278911,52700000,0,Low
27358,NAMERICA,Transportation,T1,127,397381140.6,1,Low
27359,Greater China,Manufacturing,T1,2693,93201811.66,1,Low
27360,NAMERICA,Retail,T1,1800,102182786,1,Low
27361,NAMERICA,"Telecom, Media & Entertainment",T1,4500,653620100,1,Low
27362,NAMERICA,Web & Tech,T1,38080,42889085.85,0,Low
27363,EMEA,"Business, Engineering & Consumer Services",T1,141257,158671601.1,0,Low
27364,NAMERICA,Healthcare & Life Sciences,T1,4801,37321991,0,Low
27365,APJ,"Telecom, Media & Entertainment",T1,62620,63600000,0,Low
27366,NAMERICA,"Business, Engineering & Consumer Services",T1,1,45363602.29,0,Low
27367,NAMERICA,"Banking, Financial Services & Insurance",T1,1,256682460.3,0,Low
27368,NAMERICA,Healthcare & Life Sciences,T1,7400,44415300,0,Low
27369,EMEA,"Telecom, Media & Entertainment",T1,17048,114455498.8,1,Low
27370,NAMERICA,Web & Tech,T1,77817,395066300,1,Low
27371,NAMERICA,"Banking, Financial Services & Insurance",T1,8821,268929900,0,Low
27372,NAMERICA,Healthcare & Life Sciences,T1,42808,33475300,1,Low
27373,NAMERICA,"Banking, Financial Services & Insurance",T1,30500,66821400,0,Low
27374,NAMERICA,"Banking, Financial Services & Insurance",T1,9000,42455500,0,Low
27375,NAMERICA,Web & Tech,T1,35096,132576952.7,1,Low
27376,NAMERICA,Manufacturing,T1,4278,62063369.32,0,Low
27377,APJ,"Banking, Financial Services & Insurance",T1,19514,39141833.18,0,Low
27378,EMEA,"Telecom, Media & Entertainment",T1,68000,78000000,0,Low
27379,NAMERICA,Healthcare & Life Sciences,T1,28,116804278.2,0,Low
27380,EMEA,"Telecom, Media & Entertainment",T2,65282,73035000,1,Low
27381,APJ,"Banking, Financial Services & Insurance",T1,26473,34917591,0,Low
27382,NAMERICA,Web & Tech,T1,18035,35898100,0,Low
27383,EMEA,"Telecom, Media & Entertainment",T5,219000,92300000,0,Low
27384,NAMERICA,"Banking, Financial Services & Insurance",T1,13000,133236900,1,Low
27385,LA,Education,T1,72900,38506400,0,Low
27386,EMEA,Energy,T1,230000,80000000,1,Low
27387,NAMERICA,"Banking, Financial Services & Insurance",T1,56285,117664253.6,1,Low
27388,EMEA,Energy,T1,3661,44511500,0,Low
27389,EMEA,"Banking, Financial Services & Insurance",T1,27860,40516675.08,1,Low
27390,EMEA,"Banking, Financial Services & Insurance",T1,94000,75764200,1,Low
27391,NAMERICA,Web & Tech,T1,621,44013900,0,Low
27392,NAMERICA,Healthcare & Life Sciences,T1,37181,358891179,1,Low
27393,NAMERICA,"Banking, Financial Services & Insurance",T1,78347,96398972.54,0,Low
27394,APJ,"Business, Engineering & Consumer Services",T1,1117,45152329,1,Low
27395,NAMERICA,"Telecom, Media & Entertainment",T1,910,40581900,1,Low
27396,NAMERICA,Web & Tech,T1,9323,237000000,0,Low
27397,NAMERICA,"Telecom, Media & Entertainment",T1,1484,1210418512,1,Low
27398,APJ,"Telecom, Media & Entertainment",T1,138700,287500000,1,Low
27399,EMEA,"Telecom, Media & Entertainment",T1,48993,44086756.22,0,Low
27400,NAMERICA,"Banking, Financial Services & Insurance",T1,220,38516000,1,Low
27401,NAMERICA,Web & Tech,T1,100000,34410450.13,1,Low
27402,NAMERICA,Healthcare & Life Sciences,T1,44201,37053600,1,Low
27403,APJ,Web & Tech,T2,2750,63099927,1,Low
27404,APJ,Manufacturing,T1,30000,38194617,1,Low
27405,NAMERICA,Healthcare & Life Sciences,T1,29,278339222.6,1,Low
27406,EMEA,Web & Tech,T1,9000,44814438.1,1,Low
27407,NAMERICA,Government,T1,260200,108220200,0,Low
27408,NAMERICA,"Banking, Financial Services & Insurance",T1,346,38500500,1,Low
27409,Greater China,Web & Tech,T2,16953,62377605,0,Low
27410,NAMERICA,Healthcare & Life Sciences,T1,220000,52759836.34,1,Low
27411,APJ,Web & Tech,T2,15400,60710935.19,0,Low
27412,NAMERICA,Transportation,T1,10000,41040837.17,1,Low
27413,NAMERICA,Web & Tech,T1,35752,51616581.72,0,Low
27414,NAMERICA,"Telecom, Media & Entertainment",T1,208000,84189900,0,Low
27415,EMEA,Manufacturing,T1,108959,43257100,0,Low
27416,APJ,"Business, Engineering & Consumer Services",T1,62528,51427888,1,Low
27417,NAMERICA,Manufacturing,T1,20,99000000,0,Low
27418,NAMERICA,"Banking, Financial Services & Insurance",T1,185134,342154100,1,Low
27419,EMEA,"Banking, Financial Services & Insurance",T1,461749,87512600,1,Low
27420,EMEA,"Banking, Financial Services & Insurance",T1,145672,41045268.53,0,Low
27421,NAMERICA,Healthcare & Life Sciences,T1,20805,107689600,0,Low
27422,NAMERICA,"Telecom, Media & Entertainment",T1,100,35203938,0,Low
27423,EMEA,Education,T3,33084,76138735.62,0,Low
27424,APJ,Manufacturing,T1,6,52463469.66,1,Low
27425,Greater China,"Banking, Financial Services & Insurance",T2,57598,55517262,0,Low
27426,EMEA,"Banking, Financial Services & Insurance",T1,69000,71734500,0,Low
27427,APJ,"Telecom, Media & Entertainment",T1,241000,149007823.9,0,Low
27428,NAMERICA,"Banking, Financial Services & Insurance",T1,80913,63271147.57,0,Low
27429,EMEA,Retail,T1,80000,48589500,1,Low
27430,NAMERICA,"Banking, Financial Services & Insurance",T1,141962,89508072.76,0,Low
27431,NAMERICA,Government,T1,6600,51852500,0,Low
27432,NAMERICA,Manufacturing,T1,21489,134254601.3,0,Low
27433,EMEA,"Banking, Financial Services & Insurance",T1,41971,210860500,1,Low
27434,NAMERICA,Manufacturing,T1,66000,54514400,1,Low
27435,EMEA,Manufacturing,T1,2,36000000,1,Low
27436,NAMERICA,Retail,T1,19274,43611954.91,1,Low
27437,NAMERICA,Web & Tech,T1,1,169183882.3,0,Low
27438,APJ,Energy,T1,7,49649824,0,Low
27439,EMEA,Healthcare & Life Sciences,T1,19309,34934000,0,Low
27440,NAMERICA,Manufacturing,T1,49403,34748972.25,0,Low
27441,NAMERICA,Web & Tech,T1,290000,121245412,0,Low
27442,NAMERICA,Energy,T1,9600,66299926.36,0,Low
27443,NAMERICA,"Banking, Financial Services & Insurance",T1,2167,52122200,0,Low
27444,NAMERICA,"Banking, Financial Services & Insurance",T1,91187,74952000,1,Low
27445,EMEA,"Business, Engineering & Consumer Services",T1,14134,114781000,1,Low
27446,NAMERICA,"Banking, Financial Services & Insurance",T1,5427,240000000,1,Low
27447,NAMERICA,Retail,T1,112000,103354193,0,Low
27448,NAMERICA,Web & Tech,T1,2732078,43083400,1,Low
27449,NAMERICA,"Banking, Financial Services & Insurance",T1,900,38353200,1,Low
27450,APJ,Web & Tech,T1,1000,60328607,1,Low
27451,APJ,"Telecom, Media & Entertainment",T1,55000,69275507,0,Low
27452,NAMERICA,Healthcare & Life Sciences,T1,19751,61089825.08,0,Low
27453,EMEA,"Banking, Financial Services & Insurance",T1,123000,94045300,1,Low
27454,NAMERICA,Government,T1,1,144981594.3,0,Low
27455,NAMERICA,Web & Tech,T1,1,271845051.6,1,Low
27456,NAMERICA,"Banking, Financial Services & Insurance",T1,600,102029947.7,0,Low
27457,EMEA,"Telecom, Media & Entertainment",T1,69234,40000000,1,Low
27458,EMEA,Retail,T1,300,39085300,0,Low
27459,NAMERICA,Manufacturing,T1,50,103500000,0,Low
